N1,N2,N3,N4,N5,Peso,MetodoCalculo
2,5,14,15,26,4.617011802080452,Promedio
2,5,8,15,26,4.580398529769239,Promedio
2,5,15,26,39,4.527766950821871,Promedio
2,5,15,16,26,4.492679231523625,Promedio
5,8,14,15,26,4.477137660204022,Promedio
2,5,8,14,15,4.466925046730539,Promedio
2,5,8,14,26,4.466925046730539,Promedio
5,14,15,26,39,4.424506081256654,Promedio
2,8,14,15,26,4.424029345940101,Promedio
2,5,14,26,39,4.414293467783171,Promedio
2,5,14,15,39,4.414293467783171,Promedio
5,14,15,16,26,4.389418361958407,Promedio
5,8,15,26,39,4.387892808945441,Promedio
2,5,14,15,16,4.3792057484849245,Promedio
2,5,14,16,26,4.3792057484849245,Promedio
2,5,8,15,39,4.377680195471958,Promedio
2,5,8,26,39,4.377680195471958,Promedio
2,14,15,26,39,4.371397766992732,Promedio
5,8,15,16,26,4.352805089647195,Promedio
2,5,8,15,16,4.342592476173712,Promedio
2,5,8,16,26,4.342592476173712,Promedio
2,14,15,16,26,4.336310047694488,Promedio
2,8,15,26,39,4.33478449468152,Promedio
5,15,16,26,39,4.3001735106998265,Promedio
2,8,15,16,26,4.299696775383275,Promedio
2,5,16,26,39,4.289960897226344,Promedio
2,5,15,16,39,4.289960897226344,Promedio
5,8,14,26,39,4.27441932590674,Promedio
5,8,14,15,39,4.27441932590674,Promedio
2,5,8,14,39,4.264206712433257,Promedio
2,15,16,26,39,4.247065196435906,Promedio
5,8,14,15,16,4.239331606608495,Promedio
5,8,14,16,26,4.239331606608495,Promedio
8,14,15,26,39,4.231523625116303,Promedio
2,5,8,14,16,4.229118993135012,Promedio
2,8,14,26,39,4.22131101164282,Promedio
2,8,14,15,39,4.22131101164282,Promedio
8,14,15,16,26,4.196435905818056,Promedio
5,14,16,26,39,4.186700027661127,Promedio
5,14,15,16,39,4.186700027661127,Promedio
2,8,14,15,16,4.1862232923445735,Promedio
2,8,14,16,26,4.1862232923445735,Promedio
2,5,14,16,39,4.176487414187643,Promedio
5,8,16,26,39,4.150086755349913,Promedio
5,8,15,16,39,4.150086755349913,Promedio
14,15,16,26,39,4.143804326870688,Promedio
2,5,8,16,39,4.13987414187643,Promedio
2,14,15,16,39,4.133591713397205,Promedio
2,14,16,26,39,4.133591713397205,Promedio
8,15,16,26,39,4.107191054559475,Promedio
2,8,15,16,39,4.096978441085993,Promedio
2,8,16,26,39,4.096978441085993,Promedio
5,8,14,16,39,4.036613272311213,Promedio
8,14,15,16,39,3.993717571520775,Promedio
8,14,16,26,39,3.993717571520775,Promedio
2,8,14,16,39,3.983504958047292,Promedio
