N1,N2,N3,N4,N5,Peso,MetodoCalculo
3,4,22,23,39,4.732285714285714,Fusión
3,4,18,22,39,4.715932773109244,Fusión
4,18,22,23,39,4.683932773109244,Fusión
3,4,22,24,39,4.644582010582011,Fusión
3,4,22,37,39,4.63446992481203,Fusión
3,4,18,22,23,4.631932773109243,Fusión
3,18,22,23,39,4.631678804855275,Fusión
3,4,22,32,39,4.618285714285714,Fusión
4,22,23,24,39,4.612582010582011,Fusión
3,4,18,23,39,4.603901027077498,Fusión
4,22,23,37,39,4.60246992481203,Fusión
4,18,22,24,39,4.59622906940554,Fusión
3,4,22,36,39,4.588857142857143,Fusión
4,22,23,32,39,4.586285714285714,Fusión
4,18,22,37,39,4.586116983635559,Fusión
4,18,22,32,39,4.569932773109244,Fusión
3,4,22,29,39,4.564952380952381,Fusión
3,4,22,23,24,4.56058201058201,Fusión
3,22,23,24,39,4.560328042328042,Fusión
3,4,22,38,39,4.5591700680272105,Fusión
4,22,23,36,39,4.556857142857143,Fusión
3,4,22,30,39,4.5522857142857145,Fusión
3,4,22,23,37,4.55046992481203,Fusión
3,22,23,37,39,4.550215956558062,Fusión
3,4,18,22,24,4.5442290694055405,Fusión
3,18,22,24,39,4.543975101151572,Fusión
4,18,22,36,39,4.5405042016806725,Fusión
3,4,22,23,32,4.534285714285714,Fusión
3,4,18,22,37,4.53411698363556,Fusión
3,22,23,32,39,4.534031746031745,Fusión
3,18,22,37,39,4.533863015381591,Fusión
4,22,23,29,39,4.532952380952381,Fusión
3,4,23,24,39,4.532550264550265,Fusión
4,22,23,38,39,4.5271700680272104,Fusión
3,4,23,37,39,4.522438178780284,Fusión
4,22,23,30,39,4.5202857142857145,Fusión
3,4,18,22,32,4.517932773109244,Fusión
3,18,22,32,39,4.517678804855276,Fusión
4,18,22,29,39,4.51659943977591,Fusión
3,4,18,24,39,4.5161973233737935,Fusión
4,22,24,37,39,4.514766221108326,Fusión
4,18,22,23,24,4.5122290694055405,Fusión
18,22,23,24,39,4.511975101151572,Fusión
4,18,22,38,39,4.510817126850741,Fusión
3,4,23,32,39,4.506253968253969,Fusión
3,4,18,37,39,4.506085237603814,Fusión
3,4,22,23,36,4.5048571428571424,Fusión
3,22,23,36,39,4.504603174603174,Fusión
4,18,22,30,39,4.503932773109244,Fusión
4,18,22,23,37,4.50211698363556,Fusión
18,22,23,37,39,4.501863015381591,Fusión
4,22,24,32,39,4.498582010582011,Fusión
3,4,18,32,39,4.489901027077497,Fusión
3,4,18,22,36,4.488504201680672,Fusión
4,22,32,37,39,4.48846992481203,Fusión
3,18,22,36,39,4.488250233426704,Fusión
4,18,22,23,32,4.485932773109244,Fusión
18,22,23,32,39,4.485678804855276,Fusión
4,18,23,24,39,4.4841973233737935,Fusión
3,4,22,23,29,4.480952380952381,Fusión
3,22,23,29,39,4.480698412698413,Fusión
3,4,23,36,39,4.476825396825396,Fusión
3,4,22,23,38,4.475170068027211,Fusión
3,22,23,38,39,4.4749160997732425,Fusión
4,18,23,37,39,4.474085237603814,Fusión
4,22,24,36,39,4.469153439153439,Fusión
3,4,22,23,30,4.468285714285714,Fusión
3,22,23,30,39,4.468031746031746,Fusión
3,4,18,22,29,4.464599439775911,Fusión
3,18,22,29,39,4.464345471521942,Fusión
3,4,22,24,37,4.4627662211083265,Fusión
3,22,24,37,39,4.462512252854358,Fusión
3,4,18,36,39,4.460472455648926,Fusión
3,18,22,23,24,4.459975101151572,Fusión
4,22,36,37,39,4.4590413533834585,Fusión
3,4,18,22,38,4.45881712685074,Fusión
3,18,22,38,39,4.458563158596772,Fusión
4,18,23,32,39,4.457901027077497,Fusión
4,18,22,23,36,4.456504201680672,Fusión
18,22,23,36,39,4.456250233426704,Fusión
3,4,23,29,39,4.452920634920635,Fusión
3,4,18,22,30,4.4519327731092435,Fusión
3,18,22,30,39,4.451678804855275,Fusión
3,18,22,23,37,4.449863015381591,Fusión
3,4,23,38,39,4.447138321995465,Fusión
3,4,22,24,32,4.446582010582011,Fusión
3,22,24,32,39,4.446328042328043,Fusión
4,22,24,29,39,4.445248677248677,Fusión
4,22,32,36,39,4.442857142857143,Fusión
3,4,23,30,39,4.440253968253968,Fusión
4,22,24,38,39,4.439466364323508,Fusión
3,4,18,29,39,4.4365676937441645,Fusión
3,4,22,32,37,4.43646992481203,Fusión
3,22,32,37,39,4.436215956558062,Fusión
4,22,29,37,39,4.435136591478697,Fusión
3,4,24,37,39,4.4347344750765805,Fusión
3,18,22,23,32,4.433678804855275,Fusión
4,18,22,23,29,4.4325994397759105,Fusión
4,22,24,30,39,4.432582010582011,Fusión
18,22,23,29,39,4.432345471521942,Fusión
3,4,18,23,24,4.432197323373794,Fusión
3,18,23,24,39,4.4319433551198255,Fusión
3,4,18,38,39,4.430785380818994,Fusión
4,22,23,24,37,4.4307662211083265,Fusión
22,23,24,37,39,4.430512252854358,Fusión
4,22,37,38,39,4.429354278553527,Fusión
4,18,23,36,39,4.428472455648926,Fusión
4,18,22,23,38,4.42681712685074,Fusión
18,22,23,38,39,4.426563158596772,Fusión
3,4,18,30,39,4.423901027077497,Fusión
4,22,30,37,39,4.42246992481203,Fusión
3,4,18,23,37,4.422085237603813,Fusión
3,18,23,37,39,4.421831269349845,Fusión
4,18,22,23,30,4.4199327731092435,Fusión
18,22,23,30,39,4.419678804855275,Fusión
4,22,29,32,39,4.418952380952381,Fusión
3,4,24,32,39,4.418550264550264,Fusión
3,4,22,24,36,4.417153439153439,Fusión
3,22,24,36,39,4.41689947089947,Fusión
4,22,23,24,32,4.414582010582011,Fusión
4,18,22,24,37,4.414413279931856,Fusión
22,23,24,32,39,4.414328042328043,Fusión
18,22,24,37,39,4.414159311677888,Fusión
4,22,32,38,39,4.4131700680272115,Fusión
3,4,32,37,39,4.408438178780283,Fusión
3,4,22,36,37,4.407041353383458,Fusión
3,22,36,37,39,4.40678738512949,Fusión
4,22,30,32,39,4.406285714285715,Fusión
3,4,18,23,32,4.405901027077498,Fusión
3,18,23,32,39,4.405647058823529,Fusión
4,18,23,29,39,4.4045676937441645,Fusión
4,22,23,32,37,4.40446992481203,Fusión
3,18,22,23,36,4.404250233426704,Fusión
22,23,32,37,39,4.404215956558062,Fusión
4,23,24,37,39,4.4027344750765804,Fusión
4,18,23,38,39,4.398785380818994,Fusión
4,18,22,24,32,4.39822906940554,Fusión
18,22,24,32,39,4.397975101151571,Fusión
