N1,N2,N3,N4,N5,Peso,MetodoCalculo
7,18,20,35,39,4.406399675563583,Promedio
7,18,20,30,35,4.333551993444377,Promedio
7,20,30,35,39,4.329100190648203,Promedio
7,18,20,27,35,4.326929476888086,Promedio
7,20,27,35,39,4.322477674091912,Promedio
7,18,20,29,35,4.297924127932406,Promedio
18,20,30,35,39,4.293816894106629,Promedio
7,20,29,35,39,4.293472325136232,Promedio
18,20,27,35,39,4.287194377550338,Promedio
7,18,20,35,37,4.267326827881464,Promedio
7,20,35,37,39,4.26287502508529,Promedio
18,20,29,35,39,4.258189028594658,Promedio
7,18,30,35,39,4.252837564385578,Promedio
7,20,27,30,35,4.249629991972707,Promedio
7,18,27,35,39,4.246215047829287,Promedio
5,7,18,20,35,4.234243291225254,Promedio
5,7,20,35,39,4.22979148842908,Promedio
7,9,18,20,35,4.2284843286013025,Promedio
18,20,35,37,39,4.2275917285437155,Promedio
7,18,20,30,39,4.224239079537092,Promedio
7,9,20,35,39,4.224032525805129,Promedio
7,20,29,30,35,4.220624643017027,Promedio
7,18,20,27,39,4.217616562980801,Promedio
7,18,29,35,39,4.2172096988736065,Promedio
18,20,27,30,35,4.214346695431133,Promedio
7,20,27,29,35,4.214002126460736,Promedio
20,27,30,35,39,4.209894892634959,Promedio
5,18,20,35,39,4.194508191887505,Promedio
7,20,30,35,37,4.190027342966085,Promedio
9,18,20,35,39,4.1887492292635535,Promedio
7,18,20,29,39,4.188611214025121,Promedio
7,18,35,37,39,4.186612398822664,Promedio
18,20,29,30,35,4.185341346475453,Promedio
7,20,27,35,37,4.183404826409793,Promedio
20,29,30,35,39,4.180889543679279,Promedio
18,20,27,29,35,4.178718829919161,Promedio
20,27,29,35,39,4.174267027122987,Promedio
7,18,27,30,35,4.173367365710082,Promedio
7,27,30,35,39,4.168915562913908,Promedio
7,18,20,37,39,4.1580139139741785,Promedio
5,7,20,30,35,4.156943806309875,Promedio
18,20,30,35,37,4.1547440464245105,Promedio
7,20,29,35,37,4.154399477454113,Promedio
5,7,18,35,39,4.1535288621664535,Promedio
7,9,20,30,35,4.1511848436859236,Promedio
5,7,20,27,35,4.150321289753583,Promedio
20,30,35,37,39,4.1502922436283365,Promedio
18,20,27,35,37,4.148121529868218,Promedio
7,9,18,35,39,4.147769899542503,Promedio
7,18,20,27,30,4.144768880861596,Promedio
7,9,20,27,35,4.144562327129632,Promedio
7,18,29,30,35,4.1443620167544015,Promedio
20,27,35,37,39,4.143669727072044,Promedio
7,20,27,30,39,4.140317078065422,Promedio
7,29,30,35,39,4.139910213958228,Promedio
7,18,27,29,35,4.137739500198109,Promedio
18,27,30,35,39,4.133632266372333,Promedio
7,27,29,35,39,4.1332876974019355,Promedio
5,7,18,20,39,4.124930377317969,Promedio
5,18,20,30,35,4.1216605097683,Promedio
5,7,20,29,35,4.121315940797903,Promedio
7,9,18,20,39,4.1191714146940175,Promedio
18,20,29,35,37,4.119116180912538,Promedio
5,20,30,35,39,4.117208706972126,Promedio
9,18,20,30,35,4.1159015471443485,Promedio
7,18,20,29,30,4.115763531905916,Promedio
7,9,20,29,35,4.115556978173952,Promedio
5,18,20,27,35,4.115037993212009,Promedio
20,29,35,37,39,4.114664378116364,Promedio
7,18,30,35,37,4.113764716703459,Promedio
9,20,30,35,39,4.111449744348175,Promedio
7,20,29,30,39,4.111311729109742,Promedio
5,20,27,35,39,4.110586190415835,Promedio
7,30,35,37,39,4.109312913907285,Promedio
9,18,20,27,35,4.109279030588057,Promedio
7,18,20,27,29,4.109141015349625,Promedio
7,18,27,35,37,4.107142200147167,Promedio
18,20,27,30,39,4.105033781523848,Promedio
9,20,27,35,39,4.104827227791883,Promedio
7,20,27,29,39,4.104689212553451,Promedio
18,29,30,35,39,4.1046269174166525,Promedio
7,27,35,37,39,4.102690397350993,Promedio
20,27,29,30,35,4.101419345003782,Promedio
18,27,29,35,39,4.098004400860361,Promedio
5,7,20,35,37,4.090718640746961,Promedio
5,18,20,29,35,4.086032644256329,Promedio
7,18,20,30,37,4.0851662318549735,Promedio
7,9,20,35,37,4.08495967812301,Promedio
5,20,29,35,39,4.081580841460155,Promedio
7,20,30,37,39,4.0807144290587996,Promedio
5,7,18,30,35,4.0806811800472484,Promedio
9,18,20,29,35,4.080273681632377,Promedio
7,18,20,27,37,4.078543715298682,Promedio
7,18,29,35,37,4.078136851191487,Promedio
5,7,30,35,39,4.0762293772510745,Promedio
18,20,29,30,39,4.076028432568168,Promedio
9,20,29,35,39,4.075821878836203,Promedio
7,9,18,30,35,4.074922217423298,Promedio
7,20,27,37,39,4.074091912502508,Promedio
5,7,18,27,35,4.074058663490957,Promedio
18,30,35,37,39,4.07402961736571,Promedio
7,29,35,37,39,4.073685048395313,Promedio
20,27,30,35,37,4.070822044952839,Promedio
