N1,N2,N3,N4,N5,Peso,MetodoCalculo
4,10,18,19,28,5.0,Mediana
10,18,19,34,39,5.0,Mediana
10,18,19,28,30,5.0,Mediana
10,18,19,28,34,5.0,Mediana
10,18,19,28,39,5.0,Mediana
10,18,19,30,34,5.0,Mediana
4,10,19,30,39,5.0,Mediana
4,10,19,30,34,5.0,Mediana
10,18,19,30,39,5.0,Mediana
10,18,28,30,34,5.0,Mediana
10,19,30,34,39,5.0,Mediana
4,10,19,28,34,5.0,Mediana
4,10,19,28,30,5.0,Mediana
10,18,28,30,39,5.0,Mediana
10,18,28,34,39,5.0,Mediana
10,18,30,34,39,5.0,Mediana
10,19,28,30,34,5.0,Mediana
10,19,28,30,39,5.0,Mediana
4,10,19,34,39,5.0,Mediana
4,28,30,34,39,5.0,Mediana
4,19,30,34,39,5.0,Mediana
4,19,28,34,39,5.0,Mediana
4,18,19,28,30,5.0,Mediana
4,10,28,34,39,5.0,Mediana
4,18,19,28,34,5.0,Mediana
4,18,19,28,39,5.0,Mediana
4,18,19,30,34,5.0,Mediana
4,18,19,30,39,5.0,Mediana
4,10,28,30,39,5.0,Mediana
4,10,28,30,34,5.0,Mediana
4,18,19,34,39,5.0,Mediana
4,18,28,30,34,5.0,Mediana
4,18,28,30,39,5.0,Mediana
4,18,28,34,39,5.0,Mediana
4,18,30,34,39,5.0,Mediana
4,19,28,30,34,5.0,Mediana
4,19,28,30,39,5.0,Mediana
10,19,28,34,39,5.0,Mediana
4,10,19,28,39,5.0,Mediana
4,10,18,30,34,5.0,Mediana
18,19,28,30,34,5.0,Mediana
4,10,18,19,34,5.0,Mediana
4,10,18,19,39,5.0,Mediana
19,28,30,34,39,5.0,Mediana
4,10,18,28,30,5.0,Mediana
4,10,18,28,34,5.0,Mediana
4,10,18,28,39,5.0,Mediana
18,28,30,34,39,5.0,Mediana
4,10,18,30,39,5.0,Mediana
18,19,30,34,39,5.0,Mediana
18,19,28,34,39,5.0,Mediana
4,10,18,34,39,5.0,Mediana
18,19,28,30,39,5.0,Mediana
4,10,30,34,39,5.0,Mediana
10,28,30,34,39,5.0,Mediana
4,10,18,19,30,5.0,Mediana
10,28,34,37,39,4.909090909090909,Mediana
10,19,34,37,39,4.909090909090909,Mediana
4,18,34,37,39,4.909090909090909,Mediana
4,18,30,37,39,4.909090909090909,Mediana
4,18,30,34,37,4.909090909090909,Mediana
18,28,34,37,39,4.909090909090909,Mediana
4,18,28,37,39,4.909090909090909,Mediana
4,18,28,34,37,4.909090909090909,Mediana
18,30,34,37,39,4.909090909090909,Mediana
4,18,28,30,37,4.909090909090909,Mediana
10,18,34,37,39,4.909090909090909,Mediana
4,18,19,37,39,4.909090909090909,Mediana
4,18,19,34,37,4.909090909090909,Mediana
10,19,28,30,37,4.909090909090909,Mediana
18,28,30,34,37,4.909090909090909,Mediana
19,28,30,34,37,4.909090909090909,Mediana
4,18,19,30,37,4.909090909090909,Mediana
19,28,30,37,39,4.909090909090909,Mediana
19,28,34,37,39,4.909090909090909,Mediana
