N1,N2,N3,N4,N5,Peso,MetodoCalculo
5,8,9,16,39,4.837662337662338,Mediana
8,9,16,31,39,4.837662337662338,Mediana
5,9,16,31,39,4.818181818181818,Mediana
3,8,9,16,39,4.803571428571429,Mediana
4,8,9,16,39,4.803571428571429,Mediana
4,9,16,31,39,4.784090909090909,Mediana
3,9,16,31,39,4.784090909090909,Mediana
4,5,9,16,39,4.784090909090909,Mediana
3,5,9,16,39,4.784090909090909,Mediana
8,9,16,37,39,4.761904761904762,Mediana
3,4,9,16,39,4.75,Mediana
5,8,16,31,39,4.746753246753247,Mediana
5,8,9,16,31,4.746753246753247,Mediana
5,8,9,31,39,4.746753246753247,Mediana
8,9,16,28,39,4.746753246753247,Mediana
5,9,16,37,39,4.742424242424242,Mediana
9,16,31,37,39,4.742424242424242,Mediana
9,16,28,31,39,4.7272727272727275,Mediana
5,9,16,28,39,4.7272727272727275,Mediana
3,8,9,16,31,4.712662337662338,Mediana
4,8,9,16,31,4.712662337662338,Mediana
4,5,8,9,16,4.712662337662338,Mediana
3,5,8,16,39,4.712662337662338,Mediana
4,8,16,31,39,4.712662337662338,Mediana
3,8,16,31,39,4.712662337662338,Mediana
4,5,8,16,39,4.712662337662338,Mediana
4,8,9,31,39,4.712662337662338,Mediana
3,8,9,31,39,4.712662337662338,Mediana
4,5,8,9,39,4.712662337662338,Mediana
3,5,8,9,16,4.712662337662338,Mediana
3,5,8,9,39,4.712662337662338,Mediana
4,9,16,37,39,4.708333333333333,Mediana
3,9,16,37,39,4.708333333333333,Mediana
3,5,9,16,31,4.693181818181818,Mediana
3,5,9,31,39,4.693181818181818,Mediana
3,5,16,31,39,4.693181818181818,Mediana
4,5,16,31,39,4.693181818181818,Mediana
3,9,16,28,39,4.693181818181818,Mediana
4,5,9,31,39,4.693181818181818,Mediana
4,5,9,16,31,4.693181818181818,Mediana
4,9,16,28,39,4.693181818181818,Mediana
3,4,8,9,39,4.678571428571429,Mediana
3,4,8,16,39,4.678571428571429,Mediana
3,4,8,9,16,4.678571428571429,Mediana
5,8,9,16,37,4.670995670995671,Mediana
5,8,9,37,39,4.670995670995671,Mediana
5,8,16,37,39,4.670995670995671,Mediana
8,9,16,31,37,4.670995670995671,Mediana
8,9,31,37,39,4.670995670995671,Mediana
8,16,31,37,39,4.670995670995671,Mediana
3,4,9,16,31,4.659090909090909,Mediana
3,4,5,9,39,4.659090909090909,Mediana
3,4,16,31,39,4.659090909090909,Mediana
3,4,5,16,39,4.659090909090909,Mediana
3,4,9,31,39,4.659090909090909,Mediana
3,4,5,9,16,4.659090909090909,Mediana
8,9,28,31,39,4.655844155844156,Mediana
5,8,9,28,39,4.655844155844156,Mediana
5,8,16,28,39,4.655844155844156,Mediana
5,8,9,16,28,4.655844155844156,Mediana
8,16,28,31,39,4.655844155844156,Mediana
8,9,16,28,31,4.655844155844156,Mediana
5,16,31,37,39,4.651515151515151,Mediana
9,16,28,37,39,4.651515151515151,Mediana
5,9,16,31,37,4.651515151515151,Mediana
5,9,31,37,39,4.651515151515151,Mediana
3,8,16,37,39,4.636904761904762,Mediana
4,8,9,16,37,4.636904761904762,Mediana
4,8,9,37,39,4.636904761904762,Mediana
4,8,16,37,39,4.636904761904762,Mediana
3,8,9,37,39,4.636904761904762,Mediana
3,8,9,16,37,4.636904761904762,Mediana
5,9,28,31,39,4.636363636363637,Mediana
5,16,28,31,39,4.636363636363637,Mediana
5,9,16,28,31,4.636363636363637,Mediana
8,9,16,33,39,4.628571428571429,Mediana
3,8,16,28,39,4.621753246753247,Mediana
3,8,9,28,39,4.621753246753247,Mediana
4,8,16,28,39,4.621753246753247,Mediana
4,5,8,16,31,4.621753246753247,Mediana
