N1,N2,N3,N4,N5,Peso,MetodoCalculo
18,26,32,38,39,4.666666666666667,Mediana
16,26,32,38,39,4.654761904761905,Mediana
16,18,26,32,38,4.654761904761905,Mediana
2,18,26,32,38,4.5,Mediana
9,18,26,32,38,4.5,Mediana
18,26,31,32,38,4.5,Mediana
18,26,32,33,38,4.5,Mediana
18,26,32,35,38,4.5,Mediana
2,26,32,38,39,4.5,Mediana
9,26,32,38,39,4.5,Mediana
26,31,32,38,39,4.5,Mediana
26,32,33,38,39,4.5,Mediana
26,32,35,38,39,4.5,Mediana
16,26,32,35,38,4.488095238095238,Mediana
16,18,26,32,39,4.488095238095238,Mediana
16,18,32,38,39,4.488095238095238,Mediana
16,26,31,32,38,4.488095238095238,Mediana
16,26,32,33,38,4.488095238095238,Mediana
16,18,26,38,39,4.488095238095238,Mediana
9,16,26,32,38,4.488095238095238,Mediana
2,16,26,32,38,4.488095238095238,Mediana
9,18,26,38,39,4.333333333333334,Mediana
18,26,31,38,39,4.333333333333334,Mediana
18,26,33,38,39,4.333333333333334,Mediana
18,26,35,38,39,4.333333333333334,Mediana
2,18,32,38,39,4.333333333333334,Mediana
9,18,32,38,39,4.333333333333334,Mediana
18,31,32,38,39,4.333333333333334,Mediana
18,32,33,38,39,4.333333333333334,Mediana
18,32,35,38,39,4.333333333333334,Mediana
18,26,32,35,39,4.333333333333334,Mediana
18,26,32,33,39,4.333333333333334,Mediana
18,26,31,32,39,4.333333333333334,Mediana
2,18,26,32,39,4.333333333333334,Mediana
9,18,26,32,39,4.333333333333334,Mediana
2,18,26,38,39,4.333333333333334,Mediana
9,26,32,33,38,4.333333333333333,Mediana
26,31,32,35,38,4.333333333333333,Mediana
9,26,31,32,38,4.333333333333333,Mediana
9,26,32,35,38,4.333333333333333,Mediana
26,31,32,33,38,4.333333333333333,Mediana
26,32,33,35,38,4.333333333333333,Mediana
2,26,32,35,38,4.333333333333333,Mediana
2,26,32,33,38,4.333333333333333,Mediana
2,26,31,32,38,4.333333333333333,Mediana
2,9,26,32,38,4.333333333333333,Mediana
2,16,18,26,38,4.321428571428572,Mediana
9,16,18,26,38,4.321428571428572,Mediana
9,16,26,38,39,4.321428571428572,Mediana
16,18,26,31,38,4.321428571428572,Mediana
16,18,26,33,38,4.321428571428572,Mediana
16,18,26,35,38,4.321428571428572,Mediana
2,16,26,38,39,4.321428571428572,Mediana
16,31,32,38,39,4.321428571428572,Mediana
16,26,31,38,39,4.321428571428572,Mediana
