N1,N2,N3,N4,N5,Peso,MetodoCalculo
7,12,20,30,39,4.3722179816489275,Promedio
7,12,26,30,39,4.371916322523739,Promedio
7,12,14,30,39,4.371916322523739,Promedio
7,12,30,36,39,4.365380374811321,Promedio
7,12,30,35,39,4.352602597033543,Promedio
7,12,30,34,39,4.345772531674066,Promedio
7,14,20,30,39,4.333002295374418,Promedio
7,20,26,30,39,4.333002295374418,Promedio
7,14,26,30,39,4.332700636249229,Promedio
7,20,30,36,39,4.326466347662,Promedio
7,26,30,36,39,4.326164688536811,Promedio
7,14,30,36,39,4.326164688536811,Promedio
7,20,30,35,39,4.313688569884222,Promedio
7,26,30,35,39,4.313386910759033,Promedio
7,14,30,35,39,4.313386910759033,Promedio
7,20,30,34,39,4.306858504524745,Promedio
7,30,35,36,39,4.306850963046615,Promedio
7,14,30,34,39,4.306556845399556,Promedio
7,26,30,34,39,4.306556845399556,Promedio
7,30,34,36,39,4.300020897687138,Promedio
7,30,34,35,39,4.287243119909361,Promedio
12,20,26,30,39,4.287213525320942,Promedio
12,14,20,30,39,4.287213525320942,Promedio
12,14,26,30,39,4.286911866195753,Promedio
7,12,18,30,39,4.283057142488088,Promedio
12,20,30,36,39,4.2806775776085235,Promedio
12,14,30,36,39,4.280375918483335,Promedio
12,26,30,36,39,4.280375918483335,Promedio
12,20,30,35,39,4.2678997998307455,Promedio
12,14,30,35,39,4.267598140705557,Promedio
12,26,30,35,39,4.267598140705557,Promedio
7,12,30,38,39,4.2673411591250465,Promedio
12,20,30,34,39,4.261069734471269,Promedio
12,30,35,36,39,4.261062192993139,Promedio
12,26,30,34,39,4.26076807534608,Promedio
12,14,30,34,39,4.26076807534608,Promedio
12,30,34,36,39,4.254232127633662,Promedio
14,20,26,30,39,4.247997839046432,Promedio
7,18,20,30,39,4.244143115338767,Promedio
7,18,26,30,39,4.243841456213579,Promedio
7,14,18,30,39,4.243841456213579,Promedio
20,26,30,36,39,4.241461891334014,Promedio
14,20,30,36,39,4.241461891334014,Promedio
12,30,34,35,39,4.241454349855885,Promedio
14,26,30,36,39,4.241160232208825,Promedio
7,18,30,36,39,4.23730550850116,Promedio
14,20,30,35,39,4.228684113556236,Promedio
20,26,30,35,39,4.228684113556236,Promedio
7,20,30,38,39,4.228427131975725,Promedio
