N1,N2,N3,N4,N5,Peso,MetodoCalculo
6,13,16,31,35,4.390255050068067,Promedio
1,13,16,31,35,4.37817487463622,Promedio
11,13,16,31,35,4.325506848629217,Promedio
12,13,16,31,35,4.318312604024901,Promedio
13,16,28,31,35,4.30312859738406,Promedio
13,16,18,31,35,4.299931136949757,Promedio
1,6,13,31,35,4.2425449170638165,Promedio
1,6,16,31,35,4.225073826063314,Promedio
1,6,13,16,31,4.2190968738789305,Promedio
1,6,13,16,35,4.2127072487369395,Promedio
6,11,13,31,35,4.189876891056814,Promedio
6,12,13,31,35,4.1826826464524975,Promedio
1,11,13,31,35,4.177796715624967,Promedio
6,11,16,31,35,4.172405800056311,Promedio
1,12,13,31,35,4.170602471020651,Promedio
6,13,28,31,35,4.167498639811656,Promedio
6,11,13,16,31,4.166428847871929,Promedio
6,12,16,31,35,4.165211555451995,Promedio
6,13,18,31,35,4.164301179377354,Promedio
1,11,16,31,35,4.160325624624464,Promedio
6,11,13,16,35,4.160039222729937,Promedio
6,12,13,16,31,4.159234603267612,Promedio
1,13,28,31,35,4.155418464379809,Promedio
1,11,13,16,31,4.154348672440081,Promedio
1,12,16,31,35,4.153131380020148,Promedio
6,12,13,16,35,4.1528449781256205,Promedio
1,13,18,31,35,4.152221003945507,Promedio
6,16,28,31,35,4.1500275488111535,Promedio
1,11,13,16,35,4.14795904729809,Promedio
1,12,13,16,31,4.147154427835765,Promedio
6,16,18,31,35,4.146830088376851,Promedio
6,13,16,28,31,4.144050596626771,Promedio
6,13,16,18,31,4.140853136192469,Promedio
1,12,13,16,35,4.140764802693774,Promedio
1,16,28,31,35,4.137947373379307,Promedio
6,13,16,28,35,4.137660971484779,Promedio
1,16,18,31,35,4.134749912945004,Promedio
6,13,16,18,35,4.134463511050477,Promedio
1,13,16,28,31,4.131970421194923,Promedio
1,13,16,18,31,4.128772960760621,Promedio
1,13,16,28,35,4.125580796052932,Promedio
1,13,16,18,35,4.12238333561863,Promedio
11,12,13,31,35,4.117934445013649,Promedio
11,13,28,31,35,4.102750438372808,Promedio
11,12,16,31,35,4.100463354013146,Promedio
11,13,18,31,35,4.099552977938505,Promedio
12,13,28,31,35,4.095556193768491,Promedio
11,12,13,16,31,4.094486401828763,Promedio
12,13,18,31,35,4.092358733334189,Promedio
11,12,13,16,35,4.088096776686772,Promedio
11,16,28,31,35,4.085279347372305,Promedio
11,16,18,31,35,4.082081886938003,Promedio
11,13,16,28,31,4.079302395187922,Promedio
12,16,28,31,35,4.0780851027679885,Promedio
13,18,28,31,35,4.077174726693348,Promedio
11,13,16,18,31,4.076104934753619,Promedio
12,16,18,31,35,4.074887642333686,Promedio
11,13,16,28,35,4.072912770045931,Promedio
12,13,16,28,31,4.072108150583605,Promedio
11,13,16,18,35,4.069715309611628,Promedio
12,13,16,18,31,4.068910690149303,Promedio
12,13,16,28,35,4.065718525441614,Promedio
12,13,16,18,35,4.062521065007312,Promedio
16,18,28,31,35,4.059703635692845,Promedio
13,16,18,28,31,4.0537266835084615,Promedio
13,16,18,28,35,4.0473370583664705,Promedio
1,6,11,31,35,4.02469566705206,Promedio
1,6,11,13,31,4.018718714867678,Promedio
1,6,12,31,35,4.017501422447744,Promedio
1,6,11,13,35,4.012329089725686,Promedio
1,6,12,13,31,4.011524470263361,Promedio
1,6,12,13,35,4.005134845121369,Promedio
1,6,28,31,35,4.002317415806902,Promedio
1,6,11,16,31,4.001247623867175,Promedio
1,6,18,31,35,3.9991199553726,Promedio
1,6,13,28,31,3.9963404636225204,Promedio
1,6,11,16,35,3.994857998725184,Promedio
1,6,12,16,31,3.9940533792628585,Promedio
1,6,13,18,31,3.9931430031882176,Promedio
1,6,13,28,35,3.9899508384805284,Promedio
1,6,11,13,16,3.988881046540801,Promedio
1,6,12,16,35,3.9876637541208675,Promedio
1,6,13,18,35,3.9867533780462256,Promedio
1,6,12,13,16,3.981686801936484,Promedio
1,6,16,28,31,3.9788693726220177,Promedio
1,6,16,18,31,3.975671912187715,Promedio
1,6,16,28,35,3.972479747480026,Promedio
1,6,16,18,35,3.969282287045724,Promedio
1,6,13,16,28,3.9665027952956433,Promedio
6,11,12,31,35,3.964833396440742,Promedio
1,6,13,16,18,3.9633053348613405,Promedio
6,11,12,13,31,3.9588564442563596,Promedio
1,11,12,31,35,3.952753221008895,Promedio
6,11,12,13,35,3.9524668191143677,Promedio
6,11,28,31,35,3.949649389799901,Promedio
1,11,12,13,31,3.9467762688245127,Promedio
6,11,18,31,35,3.9464519293655984,Promedio
6,11,13,28,31,3.9436724376155188,Promedio
6,12,28,31,35,3.9424551451955843,Promedio
6,11,12,16,31,3.941385353255857,Promedio
6,11,13,18,31,3.940474977181216,Promedio
1,11,12,13,35,3.940386643682521,Promedio
6,12,18,31,35,3.939257684761282,Promedio
1,11,28,31,35,3.9375692143680543,Promedio
6,11,13,28,35,3.937282812473527,Promedio
6,12,13,28,31,3.936478193011202,Promedio
6,11,12,16,35,3.934995728113866,Promedio
1,11,18,31,35,3.9343717539337515,Promedio
6,11,13,18,35,3.934085352039224,Promedio
6,12,13,18,31,3.9332807325768995,Promedio
1,11,13,28,31,3.9315922621836714,Promedio
1,12,28,31,35,3.9303749697637373,Promedio
6,12,13,28,35,3.93008856786921,Promedio
1,11,12,16,31,3.92930517782401,Promedio
6,11,12,13,16,3.9290187759294826,Promedio
1,11,13,18,31,3.928394801749369,Promedio
1,12,18,31,35,3.927177509329435,Promedio
6,12,13,18,35,3.9268911074349075,Promedio
6,11,16,28,31,3.926201346615016,Promedio
1,11,13,28,35,3.92520263704168,Promedio
1,12,13,28,31,3.924398017579355,Promedio
6,18,28,31,35,3.9240736781204406,Promedio
6,11,16,18,31,3.9230038861807133,Promedio
1,11,12,16,35,3.922915552682018,Promedio
1,11,13,18,35,3.922005176607377,Promedio
1,12,13,18,31,3.9212005571450526,Promedio
6,11,16,28,35,3.9198117214730246,Promedio
6,12,16,28,31,3.919007102010699,Promedio
6,13,18,28,31,3.918096725936058,Promedio
1,12,13,28,35,3.918008392437363,Promedio
1,11,12,13,16,3.9169386004976356,Promedio
6,11,16,18,35,3.9166142610387222,Promedio
6,12,16,18,31,3.9158096415763968,Promedio
1,12,13,18,35,3.9148109320030606,Promedio
1,11,16,28,31,3.9141211711831687,Promedio
6,11,13,16,28,3.9138347692886417,Promedio
6,12,16,28,35,3.912617476868708,Promedio
1,18,28,31,35,3.9119935026885937,Promedio
6,13,18,28,35,3.9117071007940662,Promedio
1,11,16,18,31,3.9109237107488664,Promedio
6,11,13,16,18,3.910637308854339,Promedio
6,12,16,18,35,3.9094200164344057,Promedio
1,11,16,28,35,3.9077315460411772,Promedio
1,12,16,28,31,3.906926926578852,Promedio
6,12,13,16,28,3.9066405246843248,Promedio
1,13,18,28,31,3.9060165505042113,Promedio
1,11,16,18,35,3.9045340856068744,Promedio
1,12,16,18,31,3.90372946614455,Promedio
6,12,13,16,18,3.9034430642500224,Promedio
1,11,13,16,28,3.9017545938567944,Promedio
6,16,18,28,31,3.9006256349355555,Promedio
1,12,16,28,35,3.9005373014368603,Promedio
1,13,18,28,35,3.8996269253622193,Promedio
1,11,13,16,18,3.898557133422492,Promedio
1,12,16,18,35,3.897339841002558,Promedio
1,12,13,16,28,3.894560349252478,Promedio
6,16,18,28,35,3.8942360097935644,Promedio
1,12,13,16,18,3.8913628888181755,Promedio
1,16,18,28,31,3.8885454595037086,Promedio
6,13,16,18,28,3.888259057609181,Promedio
1,16,18,28,35,3.8821558343617166,Promedio
11,12,28,31,35,3.8777069437567357,Promedio
1,13,16,18,28,3.876178882177334,Promedio
11,12,18,31,35,3.8745094833224334,Promedio
11,12,13,28,31,3.8717299915723533,Promedio
