N1,N2,N3,N4,N5,Peso,MetodoCalculo
17,19,25,27,33,4.41998001998002,Fusión
1,17,19,25,33,4.417965367965369,Fusión
1,17,19,25,27,4.413432400932401,Fusión
1,19,25,27,33,4.413432400932401,Fusión
17,19,24,25,33,4.391774891774892,Fusión
17,19,24,25,27,4.387241924741925,Fusión
19,24,25,27,33,4.387241924741925,Fusión
1,17,19,24,25,4.385227272727273,Fusión
1,19,24,25,33,4.385227272727273,Fusión
1,17,25,27,33,4.3842657342657345,Fusión
1,19,24,25,27,4.3806943056943055,Fusión
17,24,25,27,33,4.358075258075258,Fusión
1,17,24,25,33,4.356060606060606,Fusión
17,18,19,25,33,4.353896103896105,Fusión
1,24,25,27,33,4.35152763902764,Fusión
1,17,24,25,27,4.35152763902764,Fusión
17,18,19,25,27,4.349363136863137,Fusión
18,19,25,27,33,4.349363136863137,Fusión
1,17,19,27,33,4.3484432234432235,Fusión
1,17,18,19,25,4.347348484848485,Fusión
1,18,19,25,33,4.347348484848485,Fusión
1,18,19,25,27,4.342815517815518,Fusión
17,19,24,27,33,4.322252747252747,Fusión
17,18,19,24,25,4.321158008658008,Fusión
18,19,24,25,33,4.321158008658008,Fusión
1,17,19,24,33,4.320238095238095,Fusión
17,18,25,27,33,4.32019647019647,Fusión
1,17,18,25,33,4.318181818181818,Fusión
18,19,24,25,27,4.316625041625041,Fusión
1,19,24,27,33,4.315705128205129,Fusión
1,17,19,24,27,4.315705128205129,Fusión
1,18,19,24,25,4.31461038961039,Fusión
1,17,18,25,27,4.3136488511488515,Fusión
1,18,25,27,33,4.3136488511488515,Fusión
17,18,24,25,33,4.291991341991341,Fusión
18,24,25,27,33,4.287458374958375,Fusión
17,18,24,25,27,4.287458374958375,Fusión
1,17,24,27,33,4.286538461538462,Fusión
1,18,24,25,33,4.285443722943723,Fusión
1,17,18,24,25,4.285443722943723,Fusión
17,18,19,27,33,4.284373959373959,Fusión
1,17,18,19,33,4.282359307359307,Fusión
1,18,24,25,27,4.280910755910757,Fusión
1,18,19,27,33,4.277826340326341,Fusión
1,17,18,19,27,4.277826340326341,Fusión
3,17,19,25,33,4.2650742115027835,Fusión
3,17,19,25,27,4.260541244469817,Fusión
3,19,25,27,33,4.260541244469817,Fusión
1,3,19,25,33,4.258526592455164,Fusión
1,3,17,19,25,4.258526592455164,Fusión
17,18,19,24,33,4.25616883116883,Fusión
1,3,19,25,27,4.253993625422197,Fusión
18,19,24,27,33,4.251635864135864,Fusión
17,18,19,24,27,4.251635864135864,Fusión
1,18,19,24,33,4.2496212121212125,Fusión
1,17,18,19,24,4.2496212121212125,Fusión
1,17,18,27,33,4.248659673659674,Fusión
1,18,19,24,27,4.245088245088246,Fusión
3,19,24,25,33,4.232336116264688,Fusión
3,17,19,24,25,4.232336116264688,Fusión
3,17,25,27,33,4.23137457780315,Fusión
1,3,17,25,33,4.229359925788497,Fusión
3,19,24,25,27,4.227803149231721,Fusión
1,3,19,24,25,4.225788497217069,Fusión
1,3,25,27,33,4.22482695875553,Fusión
1,3,17,25,27,4.22482695875553,Fusión
17,18,24,27,33,4.222469197469197,Fusión
17,19,25,32,33,4.220941558441559,Fusión
1,17,18,24,33,4.220454545454546,Fusión
17,19,25,27,32,4.216408591408592,Fusión
19,25,27,32,33,4.216408591408592,Fusión
1,17,18,24,27,4.215921578421579,Fusión
1,18,24,27,33,4.215921578421579,Fusión
1,17,19,25,32,4.21439393939394,Fusión
1,19,25,32,33,4.21439393939394,Fusión
1,19,25,27,32,4.209860972360972,Fusión
3,17,24,25,33,4.203169449598021,Fusión
3,17,24,25,27,4.198636482565054,Fusión
3,24,25,27,33,4.198636482565054,Fusión
1,3,24,25,33,4.196621830550402,Fusión
1,3,17,24,25,4.196621830550402,Fusión
3,17,19,27,33,4.195552066980639,Fusión
3,18,19,25,33,4.1944573283859,Fusión
3,17,18,19,25,4.1944573283859,Fusión
1,3,17,19,33,4.193537414965986,Fusión
1,3,24,25,27,4.192088863517435,Fusión
3,18,19,25,27,4.189924361352933,Fusión
1,3,17,19,27,4.189004447933019,Fusión
1,3,19,27,33,4.189004447933019,Fusión
17,19,24,25,32,4.188203463203463,Fusión
19,24,25,32,33,4.188203463203463,Fusión
1,3,18,19,25,4.187909709338281,Fusión
17,25,27,32,33,4.187241924741925,Fusión
1,17,25,32,33,4.185227272727273,Fusión
19,24,25,27,32,4.183670496170496,Fusión
1,19,24,25,32,4.181655844155844,Fusión
1,17,25,27,32,4.180694305694306,Fusión
1,25,27,32,33,4.180694305694306,Fusión
3,17,19,24,33,4.16734693877551,Fusión
3,17,18,25,33,4.165290661719233,Fusión
3,17,19,24,27,4.162813971742543,Fusión
3,19,24,27,33,4.162813971742543,Fusión
3,18,19,24,25,4.161719233147805,Fusión
1,3,19,24,33,4.160799319727891,Fusión
1,3,17,19,24,4.160799319727891,Fusión
3,18,25,27,33,4.160757694686266,Fusión
3,17,18,25,27,4.160757694686266,Fusión
1,3,17,27,33,4.1598377812663525,Fusión
17,24,25,32,33,4.159036796536796,Fusión
1,3,18,25,33,4.158743042671615,Fusión
1,3,17,18,25,4.158743042671615,Fusión
1,3,19,24,27,4.156266352694924,Fusión
24,25,27,32,33,4.154503829503829,Fusión
17,24,25,27,32,4.154503829503829,Fusión
1,3,18,25,27,4.154210075638647,Fusión
1,17,24,25,32,4.152489177489177,Fusión
1,24,25,32,33,4.152489177489177,Fusión
17,19,27,32,33,4.151419413919414,Fusión
17,18,19,25,32,4.150324675324676,Fusión
18,19,25,32,33,4.150324675324676,Fusión
1,17,19,32,33,4.149404761904762,Fusión
1,24,25,27,32,4.14795621045621,Fusión
18,19,25,27,32,4.145791708291708,Fusión
1,19,27,32,33,4.144871794871795,Fusión
1,17,19,27,32,4.144871794871795,Fusión
1,18,19,25,32,4.143777056277056,Fusión
3,17,24,27,33,4.133647305075876,Fusión
3,18,24,25,33,4.132552566481138,Fusión
3,17,18,24,25,4.132552566481138,Fusión
1,3,17,24,33,4.131632653061224,Fusión
3,17,18,19,33,4.129468150896722,Fusión
3,18,24,25,27,4.128019599448171,Fusión
1,3,17,24,27,4.127099686028258,Fusión
1,3,24,27,33,4.127099686028258,Fusión
1,3,18,24,25,4.126004947433518,Fusión
3,18,19,27,33,4.124935183863755,Fusión
3,17,18,19,27,4.124935183863755,Fusión
17,19,24,32,33,4.123214285714285,Fusión
1,3,18,19,33,4.122920531849104,Fusión
1,3,17,18,19,4.122920531849104,Fusión
17,18,25,32,33,4.121158008658009,Fusión
19,24,27,32,33,4.118681318681318,Fusión
17,19,24,27,32,4.118681318681318,Fusión
1,3,18,19,27,4.118387564816136,Fusión
18,19,24,25,32,4.11758658008658,Fusión
1,17,19,24,32,4.116666666666666,Fusión
1,19,24,32,33,4.116666666666666,Fusión
18,25,27,32,33,4.116625041625042,Fusión
17,18,25,27,32,4.116625041625042,Fusión
1,17,27,32,33,4.1157051282051285,Fusión
1,18,25,32,33,4.11461038961039,Fusión
1,17,18,25,32,4.11461038961039,Fusión
1,19,24,27,32,4.1121336996336995,Fusión
1,18,25,27,32,4.110077422577422,Fusión
3,18,19,24,33,4.096730055658627,Fusión
3,17,18,19,24,4.096730055658627,Fusión
3,17,18,27,33,4.095768517197088,Fusión
1,3,17,18,33,4.093753865182437,Fusión
3,18,19,24,27,4.09219708862566,Fusión
1,3,18,19,24,4.090182436611007,Fusión
17,24,27,32,33,4.0895146520146515,Fusión
1,3,18,27,33,4.08922089814947,Fusión
1,3,17,18,27,4.08922089814947,Fusión
18,24,25,32,33,4.088419913419913,Fusión
17,18,24,25,32,4.088419913419913,Fusión
1,17,24,32,33,4.0874999999999995,Fusión
17,18,19,32,33,4.085335497835498,Fusión
18,24,25,27,32,4.083886946386946,Fusión
1,17,24,27,32,4.082967032967033,Fusión
1,24,27,32,33,4.082967032967033,Fusión
1,18,24,25,32,4.081872294372294,Fusión
18,19,27,32,33,4.080802530802531,Fusión
17,18,19,27,32,4.080802530802531,Fusión
1,18,19,32,33,4.078787878787879,Fusión
1,17,18,19,32,4.078787878787879,Fusión
1,18,19,27,32,4.074254911754911,Fusión
3,17,18,24,33,4.06756338899196,Fusión
3,17,18,24,27,4.063030421958993,Fusión
3,18,24,27,33,4.063030421958993,Fusión
3,17,19,25,32,4.061502782931354,Fusión
3,19,25,32,33,4.061502782931354,Fusión
1,3,17,18,24,4.061015769944341,Fusión
1,3,18,24,33,4.061015769944341,Fusión
3,19,25,27,32,4.056969815898388,Fusión
1,3,18,24,27,4.056482802911374,Fusión
1,3,19,25,32,4.054955163883736,Fusión
17,18,19,24,32,4.052597402597402,Fusión
18,19,24,32,33,4.052597402597402,Fusión
17,18,27,32,33,4.051635864135864,Fusión
1,17,18,32,33,4.049621212121212,Fusión
18,19,24,27,32,4.048064435564435,Fusión
1,18,19,24,32,4.046049783549783,Fusión
1,18,27,32,33,4.0450882450882455,Fusión
1,17,18,27,32,4.0450882450882455,Fusión
3,17,25,32,33,4.032336116264688,Fusión
3,19,24,25,32,4.028764687693259,Fusión
3,17,25,27,32,4.027803149231721,Fusión
3,25,27,32,33,4.027803149231721,Fusión
1,3,25,32,33,4.025788497217069,Fusión
1,3,17,25,32,4.025788497217069,Fusión
17,18,24,32,33,4.023430735930736,Fusión
1,3,25,27,32,4.021255530184102,Fusión
18,24,27,32,33,4.0188977688977685,Fusión
17,18,24,27,32,4.0188977688977685,Fusión
1,18,24,32,33,4.0168831168831165,Fusión
1,17,18,24,32,4.0168831168831165,Fusión
1,18,24,27,32,4.01235014985015,Fusión
3,24,25,32,33,3.9995980210265927,Fusión
3,17,24,25,32,3.9995980210265927,Fusión
3,17,19,32,33,3.996513605442177,Fusión
3,24,25,27,32,3.9950650539936254,Fusión
1,3,24,25,32,3.9930504019789734,Fusión
3,17,19,27,32,3.9919806384092102,Fusión
3,19,27,32,33,3.9919806384092102,Fusión
3,18,19,25,32,3.9908858998144714,Fusión
1,3,19,32,33,3.9899659863945582,Fusión
1,3,17,19,32,3.9899659863945582,Fusión
1,3,19,27,32,3.985433019361591,Fusión
3,17,19,24,32,3.9637755102040817,Fusión
3,19,24,32,33,3.9637755102040817,Fusión
3,17,27,32,33,3.9628139717425435,Fusión
3,18,25,32,33,3.961719233147805,Fusión
