N1,N2,N3,N4,N5,Peso,MetodoCalculo
18,20,28,29,39,4.622369039229504,Fusión
3,18,20,28,29,4.604151984965938,Fusión
1,18,20,28,29,4.5896171012450075,Fusión
3,20,28,29,39,4.571576227390181,Fusión
1,20,28,29,39,4.55704134366925,Fusión
3,18,20,28,39,4.555508574113225,Fusión
1,18,20,28,39,4.540973690392295,Fusión
4,18,20,28,29,4.539035705896171,Fusión
1,3,20,28,29,4.538824289405684,Fusión
18,20,22,28,29,4.522964277324742,Fusión
1,3,18,20,28,4.522756636128729,Fusión
4,20,28,29,39,4.506459948320414,Fusión
4,18,20,28,39,4.490392295043458,Fusión
20,22,28,29,39,4.490388519748985,Fusión
1,3,20,28,39,4.490180878552971,Fusión
3,4,20,28,29,4.488242894056848,Fusión
3,18,28,29,39,4.4847075405214945,Fusión
18,20,22,28,39,4.474320866472029,Fusión
3,18,20,29,39,4.474113225276016,Fusión
1,4,20,28,29,4.473708010335917,Fusión
3,4,18,20,28,4.472175240779892,Fusión
3,20,22,28,29,4.4721714654854186,Fusión
18,20,25,28,29,4.4716769019094595,Fusión
1,18,28,29,39,4.470172656800564,Fusión
1,18,20,29,39,4.459578341555085,Fusión
1,4,18,20,28,4.4576403570589616,Fusión
1,20,22,28,29,4.457636581764488,Fusión
3,18,20,22,28,4.456103812208463,Fusión
7,18,20,28,29,4.455702372562837,Fusión
1,3,18,28,29,4.451955602536998,Fusión
1,18,20,22,28,4.441568928487532,Fusión
1,3,18,20,29,4.441361287291519,Fusión
3,4,20,28,39,4.439599483204135,Fusión
20,25,28,29,39,4.439101144333702,Fusión
1,4,20,28,39,4.425064599483204,Fusión
3,20,22,28,39,4.423528054632706,Fusión
7,20,28,29,39,4.42312661498708,Fusión
18,20,25,28,39,4.423033491056747,Fusión
3,20,25,28,29,4.420884090070136,Fusión
4,18,28,29,39,4.4195912614517265,Fusión
1,3,28,29,39,4.41937984496124,Fusión
18,20,28,29,30,4.417096930385966,Fusión
4,18,20,29,39,4.408996946206249,Fusión
1,20,22,28,39,4.408993170911775,Fusión
1,3,20,29,39,4.408785529715762,Fusión
7,18,20,28,39,4.407058961710124,Fusión
4,20,22,28,29,4.4070551864156515,Fusión
1,3,4,20,28,4.406847545219638,Fusión
1,20,25,28,29,4.406349206349206,Fusión
3,7,20,28,29,4.404909560723514,Fusión
3,18,20,25,28,4.404816436793181,Fusión
18,22,28,29,39,4.403519832880298,Fusión
1,3,18,28,39,4.403312191684284,Fusión
3,4,18,28,29,4.4013742071881605,Fusión
18,20,22,29,39,4.392925517634819,Fusión
1,3,18,20,39,4.392717876438806,Fusión
4,18,20,22,28,4.390987533138696,Fusión
3,4,18,20,29,4.390779891942683,Fusión
1,3,20,22,28,4.390776116648209,Fusión
1,7,20,28,29,4.390374677002583,Fusión
1,18,20,25,28,4.39028155307225,Fusión
3,7,18,20,28,4.388841907446558,Fusión
1,4,18,28,29,4.386839323467231,Fusión
3,18,22,28,29,4.385302778616732,Fusión
20,28,29,30,39,4.384521172810209,Fusión
1,4,18,20,29,4.376245008221752,Fusión
3,18,20,22,29,4.374708463371253,Fusión
1,7,18,20,28,4.374307023725628,Fusión
3,20,25,28,39,4.372240679217423,Fusión
1,18,22,28,29,4.370767894895802,Fusión
3,4,28,29,39,4.368798449612403,Fusión
18,20,28,30,39,4.3684535195332534,Fusión
3,20,28,29,30,4.366304118546643,Fusión
1,18,20,22,29,4.360173579650323,Fusión
4,20,22,28,39,4.358411775562939,Fusión
3,4,20,29,39,4.358204134366925,Fusión
1,20,25,28,39,4.357705795496493,Fusión
3,7,20,28,39,4.356266149870801,Fusión
4,20,25,28,29,4.355767811000369,Fusión
1,4,28,29,39,4.354263565891473,Fusión
3,4,18,28,39,4.352730796335448,Fusión
3,22,28,29,39,4.352727021040974,Fusión
18,25,28,29,39,4.352232457465016,Fusión
1,20,28,29,30,4.351769234825713,Fusión
3,18,20,28,30,4.350236465269687,Fusión
1,4,20,29,39,4.343669250645995,Fusión
3,4,18,20,39,4.34213648108997,Fusión
3,20,22,29,39,4.342132705795496,Fusión
1,7,20,28,39,4.34173126614987,Fusión
18,20,25,29,39,4.341638142219537,Fusión
3,4,20,22,28,4.340194721299373,Fusión
4,7,20,28,29,4.339793281653747,Fusión
4,18,20,25,28,4.3397001577234136,Fusión
20,22,25,28,29,4.33969638242894,Fusión
1,3,20,25,28,4.339488741232927,Fusión
1,4,18,28,39,4.338195912614517,Fusión
1,22,28,29,39,4.338192137320044,Fusión
3,18,22,28,39,4.336659367764018,Fusión
7,18,28,29,39,4.3362579281183935,Fusión
1,3,4,28,29,4.336046511627907,Fusión
1,18,20,28,30,4.335701581548757,Fusión
3,18,25,28,29,4.33401540320145,Fusión
1,4,18,20,39,4.327601597369039,Fusión
1,20,22,29,39,4.327597822074566,Fusión
3,18,20,22,39,4.3260650525185405,Fusión
7,18,20,29,39,4.325663612872915,Fusión
1,4,20,22,28,4.325659837578442,Fusión
1,3,4,20,29,4.325452196382429,Fusión
4,7,18,20,28,4.323725628376791,Fusión
7,20,22,28,29,4.323721853082318,Fusión
18,20,22,25,28,4.323628729151984,Fusión
1,3,7,20,28,4.323514211886304,Fusión
3,18,20,25,29,4.323421087955971,Fusión
1,18,22,28,39,4.322124484043088,Fusión
1,3,18,29,39,4.321916842847076,Fusión
4,18,22,28,29,4.320186499546964,Fusión
1,3,4,18,28,4.319978858350951,Fusión
1,3,22,28,29,4.319975083056478,Fusión
1,18,25,28,29,4.3194805194805195,Fusión
3,7,18,28,29,4.3180408738548275,Fusión
3,20,28,30,39,4.31766070769393,Fusión
1,18,20,22,39,4.31153016879761,Fusión
4,18,20,22,29,4.309592184301486,Fusión
1,3,4,18,20,4.309384543105473,Fusión
1,3,20,22,29,4.309380767811,Fusión
1,18,20,25,29,4.308886204235041,Fusión
7,18,20,22,28,4.307654199805362,Fusión
3,7,18,20,29,4.307446558609349,Fusión
4,20,25,28,39,4.307124400147656,Fusión
1,3,18,22,28,4.303907429779522,Fusión
1,7,18,28,29,4.303505990133897,Fusión
1,20,28,30,39,4.303125823973,Fusión
3,25,28,29,39,4.301439645625692,Fusión
4,20,28,29,30,4.301187839476876,Fusión
18,28,29,30,39,4.297652485941523,Fusión
1,3,18,20,22,4.293313114534044,Fusión
1,7,18,20,29,4.292911674888418,Fusión
4,7,20,28,39,4.291149870801034,Fusión
20,22,25,28,39,4.291052971576227,Fusión
3,20,25,29,39,4.290845330380214,Fusión
3,4,20,25,28,4.28890734588409,Fusión
4,22,28,29,39,4.287610741971207,Fusión
1,3,4,28,39,4.287403100775194,Fusión
18,20,29,30,39,4.287058170696044,Fusión
1,25,28,29,39,4.286904761904761,Fusión
3,7,28,29,39,4.285465116279069,Fusión
3,18,25,28,39,4.285371992348736,Fusión
4,18,20,28,30,4.28512018619992,Fusión
20,22,28,29,30,4.285116410905447,Fusión
1,3,20,28,30,4.284908769709434,Fusión
3,18,28,29,30,4.279435431677957,Fusión
4,20,22,29,39,4.277016426725729,Fusión
1,3,4,20,39,4.276808785529716,Fusión
1,20,25,29,39,4.276310446659283,Fusión
7,20,22,28,39,4.275078442229605,Fusión
3,7,20,29,39,4.274870801033591,Fusión
3,18,20,25,39,4.274777677103258,Fusión
1,4,20,25,28,4.27437246216316,Fusión
3,4,7,20,28,4.272932816537468,Fusión
3,20,22,25,28,4.272835917312661,Fusión
7,20,25,28,29,4.272434477667035,Fusión
4,18,22,28,39,4.271543088694251,Fusión
3,4,18,29,39,4.271335447498238,Fusión
1,3,22,28,39,4.271331672203765,Fusión
1,7,28,29,39,4.270930232558139,Fusión
1,18,25,28,39,4.270837108627806,Fusión
3,7,18,28,39,4.269397463002114,Fusión
3,4,22,28,29,4.269393687707641,Fusión
18,20,22,28,30,4.269048757628491,Fusión
4,18,25,28,29,4.268899124131682,Fusión
3,18,20,29,30,4.268841116432478,Fusión
1,3,25,28,29,4.268687707641195,Fusión
1,18,28,29,30,4.264900547957026,Fusión
4,18,20,22,39,4.260948773448773,Fusión
1,3,20,22,39,4.260737356958287,Fusión
1,7,20,29,39,4.260335917312661,Fusión
1,18,20,25,39,4.260242793382328,Fusión
3,7,18,20,39,4.258803147756636,Fusión
3,4,20,22,29,4.258799372462163,Fusión
1,4,7,20,28,4.258397932816537,Fusión
4,18,20,25,29,4.258304808886204,Fusión
1,20,22,25,28,4.258301033591731,Fusión
1,3,20,25,29,4.258093392395717,Fusión
3,7,20,22,28,4.256861387966039,Fusión
1,4,18,29,39,4.2568005637773085,Fusión
7,18,20,25,28,4.25636682439008,Fusión
3,18,22,29,39,4.25526401892681,Fusión
1,7,18,28,39,4.254862579281183,Fusión
1,4,22,28,29,4.254858803986711,Fusión
1,18,20,29,30,4.2543062327115475,Fusión
3,4,18,22,28,4.253326034430685,Fusión
4,7,18,28,29,4.25292459478506,Fusión
18,22,25,28,29,4.252827695560254,Fusión
1,3,7,28,29,4.252713178294573,Fusión
1,3,18,25,28,4.25262005436424,Fusión
4,20,28,30,39,4.252544428624163,Fusión
3,28,29,30,39,4.246859674102199,Fusión
1,7,18,20,39,4.244268264035705,Fusión
1,4,20,22,29,4.244264488741233,Fusión
3,4,18,20,22,4.242731719185207,Fusión
4,7,18,20,29,4.242330279539582,Fusión
1,7,20,22,28,4.242326504245108,Fusión
18,20,22,25,29,4.242233380314775,Fusión
1,3,7,20,29,4.242118863049095,Fusión
1,3,18,20,25,4.242025739118762,Fusión
1,18,22,29,39,4.240729135205879,Fusión
1,4,18,22,28,4.238791150709755,Fusión
1,3,4,18,29,4.2385835095137425,Fusión
7,18,22,28,29,4.236853166213631,Fusión
1,3,7,18,28,4.236645525017617,Fusión
20,22,28,30,39,4.236473000052734,Fusión
4,25,28,29,39,4.236323366555925,Fusión
3,20,29,30,39,4.236265358856721,Fusión
3,4,20,28,30,4.234327374360597,Fusión
20,25,28,29,30,4.233829035490165,Fusión
1,28,29,30,39,4.232324790381268,Fusión
3,18,28,30,39,4.230792020825243,Fusión
1,4,18,20,22,4.228196835464277,Fusión
7,18,20,22,29,4.2262588509681525,Fusión
1,3,7,18,20,4.226051209772139,Fusión
4,20,25,29,39,4.225729051310447,Fusión
7,20,25,28,39,4.223791066814322,Fusión
1,3,18,22,29,4.222512080942313,Fusión
1,20,29,30,39,4.22173047513579,Fusión
3,4,22,28,39,4.220750276854928,Fusión
4,7,28,29,39,4.220348837209302,Fusión
4,18,25,28,39,4.220255713278969,Fusión
22,25,28,29,39,4.220251937984496,Fusión
3,18,20,30,39,4.220197705579765,Fusión
1,3,25,28,39,4.220044296788482,Fusión
1,4,20,28,30,4.219792490639667,Fusión
3,20,22,28,30,4.218255945789168,Fusión
3,4,25,28,29,4.218106312292359,Fusión
7,20,28,29,30,4.217854506143542,Fusión
18,20,25,28,30,4.217761382213209,Fusión
1,18,28,30,39,4.2162571371043125,Fusión
4,18,28,29,30,4.214319152608189,Fusión
1,3,28,29,30,4.214107736117702,Fusión
3,4,20,22,39,4.21015596160945,Fusión
4,7,20,29,39,4.209754521963824,Fusión
4,18,20,25,39,4.209661398033491,Fusión
20,22,25,29,39,4.209657622739018,Fusión
1,3,20,25,39,4.209449981543004,Fusión
4,20,22,25,28,4.207719638242894,Fusión
3,4,20,25,29,4.207511997046881,Fusión
1,4,22,28,39,4.206215393133998,Fusión
1,3,4,29,39,4.206007751937984,Fusión
1,18,20,30,39,4.2056628218588346,Fusión
3,7,20,25,28,4.205574012550756,Fusión
4,7,18,28,39,4.204281183932347,Fusión
7,22,28,29,39,4.204277408637873,Fusión
18,22,25,28,39,4.20418428470754,Fusión
1,3,7,28,39,4.20406976744186,Fusión
3,18,25,29,39,4.2039766435115276,Fusión
4,18,20,29,30,4.203724837362711,Fusión
1,20,22,28,30,4.2037210620682375,Fusión
1,4,25,28,29,4.203571428571428,Fusión
1,3,20,29,30,4.203513420872224,Fusión
3,4,7,28,29,4.202131782945736,Fusión
3,4,18,25,28,4.202038659015403,Fusión
3,22,25,28,29,4.20203488372093,Fusión
7,18,20,28,30,4.2017868528665865,Fusión
18,22,28,29,30,4.198247724036761,Fusión
1,3,18,28,30,4.1980400828407465,Fusión
1,4,20,22,39,4.19562107788852,Fusión
4,7,18,20,39,4.193686868686869,Fusión
7,20,22,29,39,4.193683093392395,Fusión
18,20,22,25,39,4.193589969462062,Fusión
1,3,7,20,39,4.193475452196382,Fusión
1,4,20,25,29,4.19297711332595,Fusión
4,7,20,22,28,4.191745108896272,Fusión
3,4,7,20,29,4.191537467700258,Fusión
3,4,18,20,25,4.191444343769925,Fusión
3,20,22,25,29,4.191440568475452,Fusión
1,7,20,25,28,4.191039128829826,Fusión
4,18,22,29,39,4.190147739857042,Fusión
1,3,4,18,39,4.189940098661029,Fusión
1,3,22,29,39,4.189936323366555,Fusión
1,18,25,29,39,4.189441759790597,Fusión
7,18,22,28,39,4.188209755360917,Fusión
3,7,18,29,39,4.188002114164905,Fusión
1,3,4,22,28,4.187998338870432,Fusión
