N1,N2,N3,N4,N5,Peso,MetodoCalculo
9,10,16,37,39,4.83000333000333,Promedio
8,9,10,16,39,4.79978354978355,Promedio
8,9,16,37,39,4.770479520479521,Promedio
8,9,10,16,37,4.768315018315019,Promedio
8,10,16,37,39,4.722860472860473,Promedio
8,9,10,37,39,4.722860472860473,Promedio
9,10,16,35,39,4.692640692640692,Promedio
9,10,16,23,39,4.68073593073593,Promedio
9,10,16,26,39,4.68073593073593,Promedio
9,10,16,38,39,4.6688311688311686,Promedio
9,16,35,37,39,4.663336663336663,Promedio
9,10,16,35,37,4.6611721611721615,Promedio
9,10,16,36,39,4.656926406926407,Promedio
9,16,23,37,39,4.651431901431901,Promedio
9,16,26,37,39,4.651431901431901,Promedio
9,10,16,23,37,4.6492673992674,Promedio
9,10,16,26,37,4.6492673992674,Promedio
9,16,37,38,39,4.639527139527139,Promedio
9,10,16,37,38,4.637362637362638,Promedio
8,9,16,35,39,4.633116883116883,Promedio
8,9,10,16,35,4.630952380952381,Promedio
9,16,36,37,39,4.6276223776223775,Promedio
9,10,16,36,37,4.625457875457876,Promedio
4,9,10,16,39,4.621212121212121,Promedio
8,9,16,23,39,4.621212121212121,Promedio
8,9,16,26,39,4.621212121212121,Promedio
8,9,10,16,23,4.6190476190476195,Promedio
8,9,10,16,26,4.6190476190476195,Promedio
10,16,35,37,39,4.615717615717616,Promedio
9,10,35,37,39,4.615717615717616,Promedio
8,9,16,38,39,4.609307359307359,Promedio
8,9,10,16,38,4.607142857142858,Promedio
10,16,23,37,39,4.603812853812854,Promedio
9,10,26,37,39,4.603812853812854,Promedio
10,16,26,37,39,4.603812853812854,Promedio
9,10,23,37,39,4.603812853812854,Promedio
8,9,16,35,37,4.601648351648352,Promedio
8,9,16,36,39,4.597402597402597,Promedio
8,9,10,16,36,4.595238095238095,Promedio
10,16,37,38,39,4.591908091908092,Promedio
4,9,16,37,39,4.591908091908092,Promedio
9,10,37,38,39,4.591908091908092,Promedio
8,9,16,23,37,4.58974358974359,Promedio
8,9,16,26,37,4.58974358974359,Promedio
4,9,10,16,37,4.58974358974359,Promedio
8,9,10,35,39,4.5854978354978355,Promedio
8,10,16,35,39,4.5854978354978355,Promedio
10,16,36,37,39,4.58000333000333,Promedio
9,10,36,37,39,4.58000333000333,Promedio
8,9,16,37,38,4.5778388278388285,Promedio
8,9,10,23,39,4.573593073593074,Promedio
8,10,16,23,39,4.573593073593074,Promedio
8,10,16,26,39,4.573593073593074,Promedio
8,9,10,26,39,4.573593073593074,Promedio
9,10,16,22,39,4.573593073593074,Promedio
8,9,16,36,37,4.565934065934066,Promedio
9,10,16,17,39,4.563176406926407,Promedio
4,8,9,16,39,4.561688311688312,Promedio
8,10,16,38,39,4.561688311688311,Promedio
8,9,10,38,39,4.561688311688311,Promedio
4,8,9,10,16,4.559523809523809,Promedio
8,9,35,37,39,4.556193806193806,Promedio
8,16,35,37,39,4.556193806193806,Promedio
8,9,10,35,37,4.554029304029304,Promedio
8,10,16,35,37,4.554029304029304,Promedio
8,9,10,36,39,4.54978354978355,Promedio
8,10,16,36,39,4.54978354978355,Promedio
8,9,26,37,39,4.5442890442890445,Promedio
