N1,N2,N3,N4,N5,Peso,MetodoCalculo
3,8,9,13,15,5.0,Mediana
3,8,13,15,18,5.0,Mediana
9,13,15,18,30,5.0,Mediana
8,13,15,18,30,5.0,Mediana
8,9,15,18,30,5.0,Mediana
8,9,13,18,30,5.0,Mediana
8,9,13,15,30,5.0,Mediana
3,8,9,13,18,5.0,Mediana
3,13,15,18,30,5.0,Mediana
3,9,15,18,30,5.0,Mediana
3,9,13,18,30,5.0,Mediana
3,9,13,15,30,5.0,Mediana
3,9,13,15,18,5.0,Mediana
3,8,15,18,30,5.0,Mediana
3,8,13,18,30,5.0,Mediana
3,8,13,15,30,5.0,Mediana
8,9,13,15,18,5.0,Mediana
3,8,9,13,30,5.0,Mediana
3,8,9,15,30,5.0,Mediana
3,8,9,18,30,5.0,Mediana
3,8,9,15,18,5.0,Mediana
8,13,14,15,18,4.933333333333334,Mediana
3,9,14,18,30,4.933333333333334,Mediana
8,9,13,14,15,4.933333333333334,Mediana
3,8,14,18,30,4.933333333333334,Mediana
8,13,14,18,30,4.933333333333334,Mediana
8,13,14,15,30,4.933333333333334,Mediana
8,9,13,14,18,4.933333333333334,Mediana
3,9,14,15,30,4.933333333333334,Mediana
8,14,15,18,30,4.933333333333334,Mediana
3,8,9,13,14,4.933333333333334,Mediana
3,8,9,14,18,4.933333333333334,Mediana
3,9,13,14,15,4.933333333333334,Mediana
8,9,14,18,30,4.933333333333334,Mediana
8,9,13,14,30,4.933333333333334,Mediana
3,9,13,14,18,4.933333333333334,Mediana
3,9,14,15,18,4.933333333333334,Mediana
8,9,14,15,30,4.933333333333334,Mediana
3,9,13,14,30,4.933333333333334,Mediana
3,13,14,15,30,4.933333333333334,Mediana
8,9,14,15,18,4.933333333333334,Mediana
3,8,14,15,30,4.933333333333334,Mediana
3,14,15,18,30,4.933333333333334,Mediana
9,14,15,18,30,4.933333333333334,Mediana
3,8,13,14,18,4.933333333333334,Mediana
9,13,14,15,18,4.933333333333334,Mediana
3,8,13,14,15,4.933333333333334,Mediana
3,8,13,14,30,4.933333333333334,Mediana
9,13,14,18,30,4.933333333333334,Mediana
3,8,9,14,30,4.933333333333334,Mediana
13,14,15,18,30,4.933333333333334,Mediana
3,8,9,14,15,4.933333333333334,Mediana
9,13,14,15,30,4.933333333333334,Mediana
3,13,14,15,18,4.933333333333334,Mediana
3,8,14,15,18,4.933333333333334,Mediana
3,13,14,18,30,4.933333333333334,Mediana
3,13,15,21,30,4.75,Mediana
5,8,9,13,30,4.75,Mediana
8,9,13,21,30,4.75,Mediana
3,5,13,18,30,4.75,Mediana
5,8,9,13,18,4.75,Mediana
3,13,18,21,30,4.75,Mediana
3,5,15,18,30,4.75,Mediana
3,8,9,13,21,4.75,Mediana
8,9,13,15,21,4.75,Mediana
3,15,18,21,30,4.75,Mediana
5,8,9,13,15,4.75,Mediana
3,5,8,9,13,4.75,Mediana
3,8,9,21,30,4.75,Mediana
8,9,18,21,30,4.75,Mediana
5,8,9,15,18,4.75,Mediana
